2025-08-08 09:19:19 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:19:54 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:19:54 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:24:05 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:24:05 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:24:25 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:26:06 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:26:06 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:26:06 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:26:51 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:28:41 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:28:42 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:28:43 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:30:18 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:30:18 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
2025-08-08 09:30:18 [WARN]: ⚠️ AI routes disabled due to load error {"service":"medflect-ai","hospital":"37 Military Hospital","environment":"development","error":"aiRateLimiter is not defined","context":"warning"}
